Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
53,103989,94155,517,63,4,11.38,24,0.39,Master's,Full-time,Married,Yes,Yes,Home,No,0
23,103149,59908,378,49,4,6.59,36,0.68,High School,Self-employed,Divorced,Yes,No,Auto,No,0
60,139087,32758,733,34,3,18.09,24,0.29,High School,Unemployed,Married,No,Yes,Other,Yes,0
63,55618,151090,675,5,3,9.6,24,0.88,PhD,Unemployed,Single,No,Yes,Home,Yes,0
33,49402,86080,712,24,1,6.05,12,0.84,PhD,Unemployed,Married,Yes,Yes,Auto,No,0
36,16510,152330,472,82,3,24.49,12,0.3,PhD,Full-time,Divorced,Yes,Yes,Home,Yes,0
51,141226,135228,542,65,1,5.02,60,0.59,Master's,Part-time,Single,Yes,No,Education,No,0
42,95715,18309,487,13,3,9.16,48,0.63,PhD,Full-time,Married,No,No,Education,No,0
48,128169,216269,437,8,4,23.62,12,0.4,Bachelor's,Part-time,Single,Yes,No,Business,Yes,0
66,140849,86294,710,33,1,21.69,24,0.4,PhD,Part-time,Married,Yes,No,Business,No,0
58,115504,114334,530,82,1,19.88,60,0.63,PhD,Unemployed,Married,Yes,No,Home,Yes,0
34,27920,103087,454,52,2,23.13,12,0.17,PhD,Self-employed,Married,No,No,Home,Yes,0
64,20087,118115,798,73,2,20.94,60,0.87,Master's,Self-employed,Married,No,Yes,Other,No,0
47,31893,202958,391,49,4,6.92,24,0.48,Master's,Part-time,Single,No,Yes,Business,Yes,1
56,106472,155542,542,115,1,22.19,36,0.5,Master's,Part-time,Single,No,No,Auto,Yes,0
48,111766,129044,817,76,4,13.65,48,0.4,PhD,Full-time,Divorced,No,No,Education,Yes,0
36,76387,78668,771,117,1,7.99,36,0.49,Master's,Full-time,Single,Yes,Yes,Education,Yes,0
52,145846,244423,437,29,1,21.79,12,0.8,PhD,Part-time,Married,No,No,Home,No,0
46,101134,235282,581,115,3,6.89,48,0.22,High School,Part-time,Divorced,No,No,Auto,Yes,0
18,140820,239087,547,4,3,12.08,36,0.46,High School,Part-time,Married,No,No,Auto,No,1
21,63589,19952,772,113,3,17.59,60,0.55,PhD,Unemployed,Single,Yes,No,Business,No,0
45,40159,54783,321,19,3,15.25,36,0.34,Master's,Full-time,Married,No,No,Business,Yes,0
35,107853,177945,501,86,2,23.93,48,0.37,Master's,Unemployed,Single,No,Yes,Auto,Yes,0
43,50969,133874,664,79,1,21.41,24,0.59,PhD,Unemployed,Single,Yes,Yes,Education,No,1
57,142866,231626,681,68,2,17.55,12,0.77,High School,Unemployed,Divorced,Yes,No,Auto,No,1
36,55990,215445,592,50,4,8.72,36,0.81,PhD,Self-employed,Divorced,No,No,Auto,Yes,0
23,27572,229992,309,106,4,6.04,24,0.34,High School,Self-employed,Divorced,Yes,No,Home,Yes,0
18,76209,59277,786,40,4,18.34,24,0.52,PhD,Part-time,Married,No,Yes,Other,Yes,0
25,144142,224869,680,52,2,6.53,48,0.17,High School,Part-time,Married,Yes,Yes,Business,Yes,0
50,125244,215012,718,95,4,5.95,24,0.43,Master's,Full-time,Married,No,No,Education,No,0
68,83568,107411,428,12,1,12.91,12,0.85,PhD,Self-employed,Married,Yes,No,Auto,No,0
60,32383,201838,335,11,1,2.25,12,0.25,Bachelor's,Part-time,Single,Yes,Yes,Education,No,1
38,70620,56627,803,100,1,6.39,60,0.11,Master's,Part-time,Married,No,Yes,Home,Yes,0
41,126239,111103,582,94,1,11.26,48,0.35,Bachelor's,Full-time,Divorced,Yes,Yes,Business,Yes,0
42,57728,110126,849,74,1,19.98,48,0.59,PhD,Unemployed,Divorced,Yes,No,Auto,Yes,0
64,95608,173487,486,100,3,9.63,12,0.28,Bachelor's,Unemployed,Married,No,Yes,Home,No,0
60,85166,209589,327,14,3,16.9,12,0.19,Master's,Self-employed,Married,Yes,Yes,Other,No,1
36,141894,241001,489,60,3,13.49,36,0.37,PhD,Part-time,Married,Yes,No,Auto,No,1
46,139174,221220,400,8,3,14.42,36,0.5,PhD,Self-employed,Married,No,No,Auto,No,0
27,87987,56552,612,106,2,18.91,24,0.83,Master's,Self-employed,Married,No,Yes,Other,No,0
29,70573,226728,611,74,2,5.77,48,0.62,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,Yes,0
50,38599,181302,833,34,1,14.73,48,0.62,Bachelor's,Full-time,Married,No,Yes,Business,Yes,0
24,64592,13246,479,91,2,8.66,60,0.74,PhD,Self-employed,Married,No,No,Education,Yes,0
34,129076,246274,419,82,3,14.92,12,0.85,High School,Self-employed,Divorced,No,No,Education,No,1
27,100184,147243,568,23,4,24.03,12,0.88,Bachelor's,Self-employed,Married,No,Yes,Other,No,0
48,32979,35146,327,83,4,5.3,36,0.4,Master's,Self-employed,Single,No,No,Auto,No,0
23,78495,172998,463,108,3,6.62,24,0.89,High School,Self-employed,Divorced,Yes,No,Home,No,0
34,142672,90037,753,12,3,7.45,48,0.89,Bachelor's,Part-time,Single,No,Yes,Home,No,1
67,19733,121839,538,105,2,9.44,12,0.34,High School,Full-time,Divorced,Yes,No,Other,Yes,0
54,50564,226775,680,12,4,11.64,48,0.82,Bachelor's,Full-time,Single,No,Yes,Auto,Yes,0
35,38232,160775,373,103,2,12.09,12,0.67,Bachelor's,Part-time,Single,Yes,No,Home,Yes,0
43,70764,231705,517,94,3,9.08,48,0.2,Master's,Unemployed,Single,Yes,No,Other,Yes,0
66,21186,173699,496,65,3,16.98,12,0.29,Bachelor's,Unemployed,Married,No,Yes,Education,Yes,0
33,35119,35639,379,67,2,2.95,36,0.33,Bachelor's,Part-time,Married,No,Yes,Business,Yes,0
25,95486,153222,754,59,3,11.76,60,0.28,High School,Unemployed,Single,Yes,No,Education,Yes,0
41,55828,126026,774,8,1,22.09,12,0.82,Bachelor's,Self-employed,Divorced,Yes,No,Home,No,0
30,109468,11026,399,5,1,22.08,24,0.43,Bachelor's,Self-employed,Married,No,Yes,Other,No,1
46,134780,232048,379,4,1,14.2,36,0.13,Bachelor's,Part-time,Married,Yes,No,Education,No,0
49,142575,94272,311,6,2,17.14,60,0.14,Master's,Part-time,Married,No,Yes,Education,Yes,0
41,57812,149607,313,27,1,14.96,24,0.41,Master's,Self-employed,Married,Yes,Yes,Other,Yes,0
33,39386,77636,613,62,2,6.29,36,0.87,Master's,Self-employed,Single,No,Yes,Auto,Yes,0
28,26855,149349,338,72,2,9.07,12,0.51,PhD,Part-time,Married,Yes,Yes,Home,No,0
49,132249,103477,563,36,2,7.69,60,0.61,Master's,Self-employed,Divorced,Yes,No,Other,No,1
23,71042,11491,625,75,1,11.92,12,0.4,Master's,Full-time,Married,No,Yes,Home,No,0
52,102047,170837,480,50,2,10.83,24,0.5,Bachelor's,Self-employed,Single,No,Yes,Auto,No,0
50,19512,129687,369,30,4,7.26,36,0.85,Master's,Self-employed,Married,Yes,No,Education,Yes,0
35,110080,8846,590,61,3,18.79,36,0.18,Master's,Part-time,Single,Yes,No,Other,No,0
54,75716,33099,441,102,2,18.06,48,0.53,High School,Self-employed,Divorced,Yes,Yes,Other,No,0
30,37842,147702,810,24,4,10.25,12,0.86,High School,Full-time,Married,Yes,Yes,Education,No,0
27,111344,192738,817,111,1,5.14,48,0.11,High School,Part-time,Single,Yes,No,Education,No,0
54,124159,195540,600,43,2,10.19,36,0.35,PhD,Self-employed,Divorced,Yes,No,Other,No,0
43,53209,245010,538,18,2,11.9,36,0.19,Master's,Unemployed,Single,Yes,Yes,Home,Yes,0
63,142486,17971,663,13,3,14.32,60,0.85,High School,Unemployed,Divorced,Yes,Yes,Business,No,0
34,119242,166226,466,10,3,22.63,60,0.71,High School,Unemployed,Single,No,Yes,Home,Yes,1
18,86490,195136,783,63,3,17.32,60,0.86,PhD,Part-time,Married,No,Yes,Other,No,0
42,124336,226113,352,110,2,16.85,60,0.15,High School,Part-time,Divorced,No,No,Business,Yes,0
51,35003,90795,351,29,3,17.32,24,0.87,Master's,Full-time,Married,Yes,Yes,Home,Yes,0
56,21178,47844,677,42,1,11.61,48,0.22,Bachelor's,Part-time,Single,Yes,No,Business,No,0
27,132358,160539,835,7,3,2.47,36,0.78,PhD,Part-time,Single,No,No,Other,No,0
37,83970,183456,693,26,2,5.68,24,0.53,High School,Part-time,Single,Yes,No,Home,Yes,0
24,125695,171422,722,106,1,15.58,12,0.54,PhD,Part-time,Single,No,No,Auto,Yes,0
33,58542,45446,824,91,1,7.5,36,0.77,PhD,Full-time,Single,Yes,Yes,Business,No,0
54,26918,191026,541,61,2,22.16,36,0.78,Master's,Part-time,Divorced,Yes,No,Business,Yes,0
46,90969,55777,664,45,3,21.58,12,0.18,Bachelor's,Part-time,Single,No,No,Home,No,0
29,111244,68248,461,34,3,12.83,36,0.83,Master's,Part-time,Divorced,Yes,Yes,Other,Yes,0
34,117247,47604,779,113,4,22.5,36,0.27,Master's,Part-time,Single,No,Yes,Auto,No,0
65,21982,138661,347,97,2,19.95,60,0.69,Bachelor's,Full-time,Single,Yes,No,Other,Yes,1
37,60883,46763,538,98,4,19.26,60,0.45,High School,Self-employed,Divorced,No,No,Business,No,0
43,121364,39384,602,44,2,16.1,36,0.34,High School,Self-employed,Married,No,Yes,Business,No,0
65,140918,34290,448,42,3,9.39,36,0.84,Master's,Full-time,Married,No,Yes,Auto,Yes,0
36,65528,52788,362,22,2,10.35,24,0.43,PhD,Unemployed,Married,Yes,Yes,Other,No,0
64,71615,247692,653,22,2,10.19,60,0.24,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,0
29,20141,49701,683,103,1,4.14,12,0.46,High School,Unemployed,Divorced,No,No,Home,Yes,0
38,31437,66928,821,68,2,21.0,60,0.35,Bachelor's,Unemployed,Divorced,Yes,No,Auto,Yes,0
59,104564,34093,527,76,3,2.92,36,0.6,PhD,Unemployed,Divorced,No,No,Auto,Yes,0
51,28434,101533,543,86,4,9.15,36,0.4,Bachelor's,Self-employed,Single,Yes,No,Other,No,0
24,71089,130201,719,17,4,4.74,12,0.79,Bachelor's,Unemployed,Single,No,No,Auto,No,0
62,49549,68414,721,83,4,19.54,36,0.78,Master's,Unemployed,Divorced,No,Yes,Education,Yes,0
52,22651,54922,722,48,2,5.08,24,0.32,PhD,Self-employed,Married,No,No,Other,No,0
32,136060,16047,450,8,2,10.76,60,0.6,High School,Unemployed,Married,No,Yes,Education,Yes,0
18,51185,86853,382,24,1,6.67,60,0.68,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,0
43,119061,225187,474,110,1,20.41,48,0.68,PhD,Full-time,Divorced,No,No,Auto,Yes,0
52,98935,96385,705,114,4,12.67,12,0.83,Bachelor's,Part-time,Married,Yes,No,Auto,Yes,0
42,67260,223337,427,32,1,10.75,12,0.65,Master's,Part-time,Single,No,Yes,Business,No,0
59,61254,30029,591,104,3,6.45,60,0.58,Master's,Part-time,Single,Yes,No,Auto,Yes,0
32,88925,166360,357,83,3,16.17,60,0.72,Bachelor's,Self-employed,Single,No,No,Business,Yes,0
39,87632,132774,759,119,2,21.45,48,0.28,PhD,Full-time,Divorced,No,No,Business,Yes,0
23,79428,236948,513,77,4,8.25,60,0.63,High School,Part-time,Single,No,Yes,Other,Yes,0
69,43002,218608,782,74,4,16.35,60,0.54,PhD,Unemployed,Single,No,Yes,Business,No,0
32,47945,115438,467,17,1,4.68,48,0.65,High School,Self-employed,Single,Yes,Yes,Other,Yes,0
41,63467,132443,623,85,3,14.04,48,0.45,Master's,Part-time,Single,No,No,Auto,No,0
38,47817,139616,632,114,4,18.29,60,0.11,PhD,Full-time,Divorced,No,Yes,Other,No,0
24,114556,56782,847,44,1,23.97,48,0.25,Bachelor's,Self-employed,Divorced,No,Yes,Other,Yes,1
46,36897,165780,812,72,3,17.38,12,0.55,High School,Full-time,Married,No,No,Education,Yes,0
49,21829,89324,750,102,1,24.97,24,0.66,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,0
49,29649,207274,386,115,3,20.55,24,0.62,PhD,Self-employed,Divorced,Yes,Yes,Other,Yes,0
22,16468,115102,762,67,3,20.87,36,0.88,PhD,Part-time,Married,Yes,Yes,Auto,No,0
21,49110,70721,344,42,1,20.69,60,0.26,High School,Full-time,Divorced,No,Yes,Education,Yes,0
39,128437,190802,456,102,2,6.11,48,0.63,PhD,Part-time,Divorced,No,No,Home,Yes,0
35,118124,168606,670,90,1,21.18,36,0.64,Bachelor's,Unemployed,Divorced,Yes,No,Business,Yes,0
52,62573,78756,384,71,4,18.89,48,0.42,PhD,Part-time,Married,No,No,Auto,Yes,0
34,104534,74778,669,51,3,21.53,24,0.33,High School,Part-time,Married,No,Yes,Home,No,0
67,34282,245603,682,10,3,18.15,12,0.42,PhD,Full-time,Divorced,Yes,No,Home,Yes,0
67,114962,110046,743,27,2,9.02,36,0.73,Bachelor's,Full-time,Married,No,No,Other,Yes,0
41,29507,175176,392,112,4,12.22,60,0.51,High School,Unemployed,Married,Yes,Yes,Education,No,0
19,89571,155061,672,47,4,7.46,12,0.34,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,0
30,141706,209418,782,114,3,6.11,48,0.3,High School,Full-time,Divorced,Yes,Yes,Business,No,1
32,133084,13778,347,96,3,15.45,24,0.34,Bachelor's,Self-employed,Divorced,No,No,Auto,Yes,0
22,118078,135550,321,40,3,6.41,48,0.37,Bachelor's,Part-time,Divorced,No,Yes,Education,Yes,0
20,74214,31587,720,24,3,9.45,36,0.51,Master's,Self-employed,Married,Yes,Yes,Auto,No,0
54,44597,13344,827,85,4,7.55,60,0.88,High School,Unemployed,Single,No,No,Business,No,0
54,136037,77649,807,37,3,11.55,12,0.42,PhD,Self-employed,Married,Yes,No,Other,Yes,0
54,148478,111457,563,112,3,4.36,36,0.39,Master's,Self-employed,Single,No,Yes,Business,Yes,0
20,46473,153966,811,119,1,2.58,48,0.86,Master's,Full-time,Divorced,Yes,Yes,Education,No,0
52,81611,66737,403,31,3,2.38,36,0.33,PhD,Unemployed,Married,No,No,Other,No,0
69,67167,108882,396,98,4,8.53,12,0.85,Master's,Full-time,Single,No,Yes,Education,Yes,0
40,95930,34792,545,53,1,11.8,24,0.53,PhD,Self-employed,Single,No,Yes,Auto,Yes,0
45,83961,41273,367,90,4,3.17,48,0.51,High School,Part-time,Married,Yes,No,Education,No,0
47,139361,169590,393,37,3,7.6,12,0.88,Master's,Part-time,Single,Yes,Yes,Other,No,0
35,67124,248300,826,45,2,20.35,48,0.11,PhD,Full-time,Married,Yes,Yes,Other,No,0
69,120938,96509,456,40,3,24.85,48,0.44,Master's,Full-time,Married,Yes,Yes,Auto,Yes,0
53,101052,11066,424,96,1,9.39,36,0.14,High School,Unemployed,Single,Yes,Yes,Education,No,0
50,16762,219365,417,25,1,20.41,60,0.38,Master's,Part-time,Divorced,Yes,No,Business,Yes,0
43,49086,193938,673,81,4,15.81,60,0.46,PhD,Unemployed,Single,Yes,No,Home,No,0
65,138034,17709,689,100,4,18.72,12,0.75,Master's,Self-employed,Married,Yes,No,Auto,Yes,0
57,21786,190713,370,23,1,11.45,48,0.53,Bachelor's,Full-time,Divorced,Yes,No,Education,Yes,0
34,21680,135045,757,12,2,19.87,60,0.73,Bachelor's,Full-time,Single,Yes,Yes,Business,Yes,1
57,133231,30859,837,38,3,18.76,24,0.56,Bachelor's,Part-time,Married,No,Yes,Auto,Yes,0
24,105949,117482,536,32,1,20.1,36,0.1,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,0
25,86034,19662,331,113,4,4.31,36,0.51,Master's,Self-employed,Divorced,Yes,No,Home,No,0
48,59035,170639,826,118,3,3.65,48,0.52,Bachelor's,Unemployed,Married,Yes,No,Other,No,0
29,26420,76137,673,88,1,15.35,48,0.54,High School,Part-time,Married,No,Yes,Education,No,0
65,52402,142724,738,81,3,24.4,60,0.65,PhD,Self-employed,Divorced,No,No,Home,Yes,0
48,70754,89708,462,80,4,6.44,24,0.77,PhD,Part-time,Single,No,Yes,Education,No,0
61,139393,216260,677,9,2,24.97,12,0.46,Bachelor's,Self-employed,Single,Yes,No,Business,No,1
36,142782,114353,576,5,2,6.41,48,0.13,High School,Part-time,Married,No,No,Other,Yes,0
27,138555,100855,513,95,2,22.56,36,0.44,High School,Self-employed,Married,Yes,No,Other,No,0
56,96872,65352,804,116,3,16.07,48,0.4,Bachelor's,Part-time,Married,Yes,No,Education,No,0
29,41880,164435,590,79,3,9.7,12,0.44,Master's,Full-time,Single,No,Yes,Business,No,0
37,60745,132799,474,18,2,21.6,48,0.61,Master's,Unemployed,Divorced,Yes,No,Home,Yes,0
54,81408,109968,528,91,1,22.96,60,0.47,Master's,Full-time,Divorced,Yes,No,Other,Yes,0
65,44019,224932,385,23,3,19.02,48,0.32,PhD,Unemployed,Single,No,Yes,Auto,No,0
58,126984,202233,756,14,4,9.05,48,0.72,High School,Part-time,Married,Yes,No,Education,No,0
24,124536,11852,485,30,4,13.57,60,0.5,Master's,Part-time,Married,No,No,Education,Yes,1
69,145285,125444,536,62,1,14.9,60,0.34,Bachelor's,Unemployed,Single,No,Yes,Education,Yes,0
31,106335,144033,552,71,2,13.82,12,0.4,PhD,Self-employed,Divorced,No,Yes,Education,Yes,0
28,77959,214336,760,10,1,24.28,36,0.25,High School,Part-time,Single,No,No,Auto,Yes,0
24,66565,231442,326,85,1,15.35,36,0.47,PhD,Part-time,Divorced,Yes,No,Auto,Yes,0
46,68948,51637,589,19,4,16.18,60,0.33,PhD,Full-time,Married,Yes,Yes,Business,Yes,0
27,147867,14717,495,0,1,4.31,48,0.55,Bachelor's,Unemployed,Divorced,Yes,No,Education,No,1
46,117791,171152,570,19,1,19.95,24,0.56,PhD,Unemployed,Divorced,Yes,No,Education,Yes,0
26,55872,210290,527,48,1,9.38,48,0.12,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,0
53,134722,128763,621,117,3,11.44,36,0.32,High School,Full-time,Single,No,No,Auto,Yes,0
65,57922,242174,452,49,1,6.43,12,0.25,Bachelor's,Part-time,Divorced,No,No,Business,No,0
27,135889,177650,447,14,2,17.86,48,0.18,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes,0
36,135257,139392,611,119,1,12.92,36,0.67,Master's,Unemployed,Divorced,No,Yes,Home,Yes,0
48,148703,72798,431,8,4,11.4,24,0.16,High School,Unemployed,Single,Yes,No,Business,Yes,0
34,83355,73518,664,66,1,12.49,24,0.11,Master's,Self-employed,Single,Yes,Yes,Education,Yes,0
26,63410,51049,788,88,4,15.17,12,0.48,High School,Part-time,Single,Yes,Yes,Home,Yes,0
62,70964,129715,525,47,3,7.96,12,0.74,Master's,Part-time,Married,Yes,Yes,Business,Yes,0
50,130576,150304,731,65,2,13.31,24,0.67,Bachelor's,Full-time,Divorced,Yes,Yes,Home,Yes,0
51,121769,129233,600,73,2,16.63,48,0.73,High School,Full-time,Divorced,Yes,Yes,Other,No,0
62,146911,149421,435,47,1,11.36,60,0.85,High School,Self-employed,Divorced,No,No,Auto,Yes,0
41,42334,26715,826,84,4,23.95,48,0.79,High School,Self-employed,Divorced,Yes,No,Other,No,0
26,94353,104218,498,3,2,3.11,48,0.74,High School,Self-employed,Married,Yes,Yes,Business,Yes,0
24,60602,106294,679,109,4,18.79,12,0.67,PhD,Unemployed,Single,Yes,Yes,Auto,No,0
33,61599,87478,497,69,2,21.19,36,0.41,Bachelor's,Unemployed,Divorced,No,Yes,Home,Yes,0
36,47811,231716,420,46,1,15.04,48,0.64,High School,Part-time,Married,Yes,Yes,Other,Yes,0
56,44492,78293,419,9,2,6.61,24,0.38,Bachelor's,Part-time,Single,Yes,Yes,Other,No,0
23,17830,101682,803,106,1,12.97,36,0.75,Bachelor's,Unemployed,Divorced,No,Yes,Other,No,0
67,142975,31003,712,87,3,18.81,24,0.59,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
68,60128,70732,319,85,1,24.67,24,0.46,Master's,Part-time,Married,No,No,Home,Yes,0
28,113536,146221,772,9,2,17.95,36,0.39,Bachelor's,Full-time,Single,Yes,Yes,Education,Yes,0
29,52857,17692,787,24,1,18.28,24,0.5,PhD,Self-employed,Married,Yes,Yes,Home,Yes,0
59,19437,144291,753,102,2,14.54,12,0.63,High School,Full-time,Divorced,No,No,Auto,No,0
30,125906,212995,510,44,4,18.75,24,0.46,Master's,Self-employed,Married,Yes,Yes,Home,Yes,0
29,89784,218247,670,76,2,11.9,48,0.79,PhD,Part-time,Married,Yes,Yes,Auto,Yes,0
38,124712,115444,625,45,2,9.8,36,0.76,PhD,Self-employed,Divorced,No,No,Education,No,0
27,130074,71459,460,0,4,16.48,12,0.73,Bachelor's,Part-time,Single,No,No,Education,No,0
37,26548,120798,581,63,3,6.94,36,0.38,High School,Full-time,Single,Yes,No,Business,Yes,1
67,83401,45230,677,11,1,22.89,48,0.73,Master's,Self-employed,Single,No,No,Education,Yes,0
53,49994,162673,744,102,2,9.96,12,0.81,PhD,Full-time,Married,No,Yes,Education,Yes,0
45,68379,222916,494,28,2,23.97,60,0.36,PhD,Unemployed,Divorced,No,No,Business,No,0
41,64597,174187,385,8,1,18.53,24,0.85,PhD,Part-time,Divorced,No,No,Other,Yes,0
22,120649,17917,834,61,1,2.4,36,0.21,High School,Full-time,Divorced,Yes,No,Other,Yes,0
54,71039,245222,549,111,1,8.1,36,0.55,PhD,Full-time,Single,No,Yes,Other,Yes,0
29,134674,36352,819,92,1,22.97,60,0.88,PhD,Part-time,Divorced,Yes,No,Auto,Yes,0
52,47673,136294,321,112,4,16.69,60,0.89,Bachelor's,Full-time,Single,Yes,No,Home,Yes,0
57,129878,19365,407,117,3,20.72,24,0.82,Bachelor's,Part-time,Divorced,No,Yes,Education,No,0
19,138240,55934,393,42,2,22.7,48,0.39,PhD,Full-time,Divorced,No,No,Auto,No,0
67,146927,52687,664,39,2,10.76,24,0.8,High School,Part-time,Single,Yes,Yes,Education,No,0
58,27737,70386,447,56,2,18.64,24,0.88,Master's,Part-time,Married,Yes,No,Education,No,1
62,137649,95476,819,87,1,24.94,24,0.57,Bachelor's,Unemployed,Divorced,No,No,Auto,No,0
56,112404,228638,391,114,1,9.92,60,0.25,PhD,Full-time,Single,Yes,No,Education,Yes,0
59,44608,121380,846,34,2,12.23,48,0.83,High School,Self-employed,Married,Yes,Yes,Education,No,0
26,136864,237542,669,12,2,22.96,36,0.21,Bachelor's,Part-time,Married,Yes,No,Other,No,0
39,147401,22477,723,47,4,15.52,24,0.56,PhD,Part-time,Married,Yes,Yes,Business,No,0
64,36328,134385,728,44,2,19.69,24,0.79,High School,Full-time,Divorced,Yes,Yes,Auto,Yes,0
22,142317,135479,575,110,4,13.94,12,0.82,High School,Unemployed,Married,Yes,Yes,Business,Yes,0
29,95353,204141,709,7,2,23.27,12,0.25,Master's,Part-time,Divorced,Yes,Yes,Auto,Yes,1
18,95472,170047,335,25,2,15.12,12,0.74,Bachelor's,Self-employed,Married,No,Yes,Auto,Yes,0
61,102234,234950,775,2,3,6.54,48,0.72,PhD,Unemployed,Divorced,Yes,Yes,Business,Yes,0
39,44010,78756,486,21,1,13.82,48,0.29,Master's,Unemployed,Divorced,No,No,Education,Yes,0
55,101661,246816,332,111,3,22.94,36,0.69,High School,Self-employed,Single,Yes,No,Other,Yes,0
68,77279,234416,776,112,4,10.62,60,0.69,Bachelor's,Self-employed,Single,Yes,No,Other,No,0
36,43430,39422,517,13,1,21.71,60,0.13,High School,Self-employed,Married,No,No,Other,Yes,0
33,33950,72334,436,19,3,23.8,36,0.18,High School,Self-employed,Single,Yes,No,Other,Yes,0
48,132022,92107,800,112,4,20.83,60,0.14,Bachelor's,Full-time,Married,Yes,Yes,Home,No,0
68,21054,91876,506,31,1,21.21,48,0.78,Master's,Unemployed,Married,Yes,No,Other,Yes,0
20,71681,198994,744,85,3,6.33,36,0.41,Master's,Self-employed,Single,Yes,No,Business,Yes,0
40,44678,105274,646,93,1,17.06,48,0.19,High School,Full-time,Married,No,Yes,Education,Yes,0
59,74493,224206,393,58,3,11.47,48,0.42,Master's,Full-time,Single,Yes,Yes,Home,No,0
35,107647,185868,729,3,3,8.52,60,0.12,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,Yes,0
43,53861,171636,803,99,3,2.93,12,0.27,PhD,Part-time,Single,Yes,No,Business,No,0
30,133775,194911,429,21,3,4.48,60,0.59,High School,Unemployed,Married,No,No,Other,No,0
35,80251,148177,333,99,2,14.76,48,0.39,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,0
20,48928,157431,602,90,2,6.51,60,0.44,Bachelor's,Unemployed,Married,No,Yes,Education,Yes,0
40,85528,131698,588,90,4,15.16,36,0.79,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,1
20,22372,90374,698,15,1,2.86,48,0.47,High School,Self-employed,Married,Yes,Yes,Education,Yes,0
42,97177,57242,468,21,4,20.52,60,0.16,Bachelor's,Full-time,Single,No,No,Auto,No,0
44,20968,119688,841,19,1,9.4,24,0.28,High School,Part-time,Divorced,Yes,Yes,Other,No,0
61,19889,108918,727,3,2,14.62,36,0.72,Bachelor's,Unemployed,Married,No,No,Business,Yes,1
44,65625,99623,500,7,3,5.58,48,0.54,High School,Part-time,Single,No,No,Other,Yes,1
69,49086,184564,668,14,1,24.0,12,0.75,Bachelor's,Unemployed,Married,No,No,Auto,Yes,0
56,68155,209929,329,86,4,15.06,48,0.59,Master's,Full-time,Single,Yes,No,Home,Yes,0
42,100818,215614,368,70,1,5.26,24,0.66,Bachelor's,Part-time,Married,Yes,Yes,Education,No,0
41,129740,119057,644,65,2,15.38,12,0.6,Bachelor's,Full-time,Divorced,No,No,Auto,No,0
25,27179,38707,429,81,4,21.21,60,0.22,PhD,Part-time,Divorced,No,Yes,Business,Yes,0
26,63149,242305,428,32,4,14.97,24,0.66,High School,Unemployed,Single,Yes,Yes,Auto,Yes,1
63,38038,154926,714,43,4,18.97,36,0.31,High School,Self-employed,Divorced,No,Yes,Auto,Yes,0
54,111271,43028,553,28,3,14.12,24,0.56,PhD,Part-time,Single,Yes,No,Auto,No,0
47,18122,248435,534,59,2,10.54,24,0.62,Bachelor's,Part-time,Single,No,No,Education,No,0
36,102991,114077,333,29,3,23.22,48,0.82,Bachelor's,Full-time,Single,No,No,Education,No,0
33,100055,151082,554,102,1,19.23,24,0.18,Bachelor's,Part-time,Married,Yes,No,Education,Yes,0
41,71079,47090,711,50,2,10.93,60,0.53,PhD,Self-employed,Divorced,Yes,Yes,Business,No,0
